toc_file,section,title,repo_path,derived_url,exl_url,match_method,http_status
,,,help/cja-main/exporting/full-table-export.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/exporting/full-table-export,https://experienceleague.adobe.com/en/docs/analytics-platform/using/exporting/full-table-export,toc_slug_match,dead
,,,help/cja-main/exporting/report-builder/report-builder-for-customer-journey-analytics.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/exporting/report-builder/report-builder-for-customer-journey-analytics,https://experienceleague.adobe.com/en/docs/analytics-platform/using/exporting/report-builder/report-builder-for-customer-journey-analytics,toc_slug_match,dead
,,,help/cja-main/exporting/report-builder/schedule-cja-workbooks-using-report-builder.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/exporting/report-builder/schedule-cja-workbooks-using-report-builder,https://experienceleague.adobe.com/en/docs/analytics-platform/using/exporting/report-builder/schedule-cja-workbooks-using-report-builder,toc_slug_match,dead
,,,help/cja-main/guided-analysis/active-growth.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/active-growth,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/active-growth,derived,live
,,,help/cja-main/guided-analysis/conversion-trends.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/conversion-trends,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/conversion-trends,derived,live
,,,help/cja-main/guided-analysis/engagement.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/engagement,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/engagement,derived,live
,,,help/cja-main/guided-analysis/first-use-impact.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/first-use-impact,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/first-use-impact,derived,live
,,,help/cja-main/guided-analysis/frequency.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/frequency,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/frequency,derived,live
,,,help/cja-main/guided-analysis/funnel.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/funnel,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/funnel,derived,live
,,,help/cja-main/guided-analysis/guided-analysis-in-workspace.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/overview,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/overview,derived,live
,,,help/cja-main/guided-analysis/net-growth.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/net-growth,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/net-growth,derived,live
,,,help/cja-main/guided-analysis/release-impact.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/release-impact,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/release-impact,derived,live
,,,help/cja-main/guided-analysis/retention.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/retention,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/retention,derived,live
,,,help/cja-main/guided-analysis/timeline.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/timeline,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/timeline,derived,live
,,,help/cja-main/guided-analysis/trends.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/trends,https://experienceleague.adobe.com/en/docs/analytics-platform/using/guided-analysis/trends,derived,live
,,,help/cja-main/overview.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-workspace/home,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-workspace/home,derived,live
,,,help/cja-main/permissions/set-up-permissions.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-admin/set-up-permissions,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-admin/set-up-permissions,toc_slug_match,dead
,,,help/cja-main/reporting-activity-manager/use-the-reporting-activity-manager.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-admin/use-the-reporting-activity-manager,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-admin/use-the-reporting-activity-manager,toc_slug_match,dead
,,,help/cja-main/use-cases/complex-data/object-arrays-in-cja.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-usecases/complex-data/object-arrays,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-usecases/complex-data/object-arrays,derived,live
,,,help/cja-main/use-cases/data-views-use-cases/first-time-and-returning-sessions.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-usecases/data-views-use-cases/first-time-and-returning-sessions,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-usecases/data-views-use-cases/first-time-and-returning-sessions,toc_slug_match,dead
,,,help/cja-main/use-cases/data-views-use-cases/leverage-date-field-support.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-usecases/data-views-use-cases/leverage-date-field-support,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-usecases/data-views-use-cases/leverage-date-field-support,toc_slug_match,dead
,,,help/cja-main/visitor-id/configure-missing-person-id.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/visitor-id/configure-missing-person-id,https://experienceleague.adobe.com/en/docs/analytics-platform/using/visitor-id/configure-missing-person-id,toc_slug_match,dead
,,,help/cja-main/visitor-id/graph-based-stitching-overview.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/visitor-id/graph-based-stitching-overview,https://experienceleague.adobe.com/en/docs/analytics-platform/using/visitor-id/graph-based-stitching-overview,toc_slug_match,dead
,,,help/cja-main/visitor-id/overview-of-stitching.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/visitor-id/overview-of-stitching,https://experienceleague.adobe.com/en/docs/analytics-platform/using/visitor-id/overview-of-stitching,toc_slug_match,dead
,,,help/cja-main/visitor-id/understanding-how-customer-journey-analytics-uses-identity.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/visitor-id/understanding-how-customer-journey-analytics-uses-identity,https://experienceleague.adobe.com/en/docs/analytics-platform/using/visitor-id/understanding-how-customer-journey-analytics-uses-identity,toc_slug_match,dead
,,,help/video-clips/TOC.md,,,unmapped,unmapped
,,,help/video-clips/summit/2025/algorithmic-attribution-a-game-changer-for-marketers.md,,,unmapped,unmapped
,,,help/video-clips/summit/2025/analytics-easy-mode-simplifying-workspace-for-all-users.md,,,unmapped,unmapped
,,,help/video-clips/summit/2025/anomaly-detection-in-customer-journey-analytics.md,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-workspace/anomaly-detection/anomaly-detection,https://experienceleague.adobe.com/en/docs/analytics-platform/using/cja-workspace/anomaly-detection/anomaly-detection,derived,live
